DateTime,AddedIPs,RemovedIPs
1606595435,322,5
1606596187,19,175
1606597214,8,10
1606599129,8,10
1606599249,170,327
1606601073,14,13
1606601737,64,82
1606602014,40,0
1606602970,31,93
1606603540,254,0
1606604888,70,88
1606606241,44,7
1606606815,44,95
1606608292,45,59
1606608726,228,0
1606609505,57,4
1606610680,15,13
1606610801,54,67
1606612566,15,11
1606613443,65,333
1606614487,4,6
1606614606,45,87
1606615244,0,255
1606616419,11,8
1606617042,52,94
1606617245,46,83
1606618345,5,13
1606620293,11,5
1606620643,88,80
1606622206,8,12
1606622444,35,86
1606624126,11,7
1606624242,60,57
1606626086,91,82
1606628027,65,100
1606628591,54,58
1606629853,9,7
1606630544,51,82
1606631793,80,90
1606633690,8,9
1606635043,85,93
1606635607,4,9
1606636435,42,78
1606636987,41,91
1606637552,4,19
1606638844,63,99
1606639454,6,14
1606640640,79,92
1606641369,10,8
1606642445,73,85
1606643309,5,13
1606645207,55,12
1606645504,41,86
1606647125,8,11
1606647644,52,72
1606649105,58,530
1606649645,71,59
1606650966,12,8
1606651448,48,84
1606652886,199,0
1606653244,57,93
1606654837,12,13
1606656728,87,81
1606656844,40,78
1606658685,4,7
1606658799,69,74
1606660621,12,4
1606661215,577,0
1606661404,84,91
1606662492,1,6
1606663308,71,85
1606664465,2,9
1606665120,0,255
1606666349,18,13894
1606667644,13788,254
1606668250,7,18
1606670234,11,6
1606671031,0,256
1606672179,44,6
1606674133,31,5
1606674632,0,256
1606676310,27,13
1606678388,18,13
1606680269,13,7
1606682477,47,13
1606684323,36,11
1606686265,37,5
1606688166,28,10
1606689038,0,253
1606690198,17,7
1606692032,26,10
1606693943,42,7
1606696143,211,0
1606698061,37,12
1606699941,30,4
1606701880,19,7
1606703791,28,4
1606705727,24,261
1606707625,16,8
1606709781,24,5
1606711728,22,18
1606713638,25,7
1606715533,20,4
1606717632,32,5
1606719692,32,14
1606721523,27,10
1606723450,25,7
1606725386,31,12
1606725944,4443,2188
1606727283,12,7
1606727744,116,74
1606729207,117,92
1606731177,15,12
1606732243,97,88
1606733061,10,8
1606733144,42,90
1606734994,15,401
1606735844,111,109
1606736924,77,78
1606737593,84,95
1606738816,175,0
1606739062,70,9
1606739645,26,98
1606740736,11,13
1606742709,86,84
1606743046,80,0
1606744593,12,2
1606744860,88,144
1606746515,7,7
1606746846,81,88
1606747529,1014,1020
1606748490,7,7
1606749329,65,64
1606750361,49,10
1606751405,83,79
1606752271,6,7
1606754209,93,87
1606754731,71,75
1606756103,9,9
1606756540,142,325
1606758085,11,14
1606758332,57,67
1606759337,68,89
1606759963,6,6
1606761033,71,4
1606761249,29,63
1606761864,6,7
1606763145,87,75
1606763778,10,6
1606764844,62,66
1606766011,11,10
1606766802,52,1
1606767335,84,91
1606767866,12,4
1606768449,117,90
1606769788,14,10
1606771741,8,6
1606772059,400,146
1606773643,12,9
1606774313,121,0
1606775106,84,66
1606775539,17,11
1606775643,278,66
1606777493,22,6
1606779387,15,8
1606779942,154,61
1606780542,74,70
1606781306,172,0
1606783255,62,98
1606783542,55,52
1606785157,8,14
1606785906,109,61
1606787074,35,70
1606788560,40,2
1606789019,13,7
1606789505,57,64
1606790600,0,14483
1606790904,70,52
1606791786,14446,0
1606792827,15,10
1606793107,210,0
1606793444,245,0
1606794842,3,4
1606795577,57,59
1606796686,9,10
1606797249,96,171
1606798582,14,11
1606800533,7,10
1606800644,116,80
1606802481,61,91
1606804340,14,8
1606804444,98,164
1606806293,15,9
1606806943,86,55
1606808176,7,4
1606809239,45,60
1606810104,52,5
1606810544,54,62
1606812051,12,10
1606812344,72,103
1606813274,65,55
1606813957,6,5
1606815246,114,50
1606815859,12,6
1606817823,9,11
1606818644,145,75
1606818849,92,97
1606819684,2,11
1606820790,90,64
1606821606,5,542
