DateTime,AddedIPs,RemovedIPs
1605871541,30,13
1605872097,9,3
1605875136,41,16
1605875682,11,13
1605877968,33,24
1605879280,25,35
1605880420,20,2
1605881625,15,11
1605882868,20,17
1605884828,36,38
1605885934,12,5
1605886490,8,11
1605888894,31,16
1605890077,11,14
1605892023,22,8
1605893677,9,13
1605895398,10,14
1605897272,19,14
1605898579,14,9
1605900334,14,14
1605900874,4,19
1605903463,22,16
1605904471,10,36
1605906288,24,27
1605908072,31,30
1605909589,17,7
1605910761,8,2
1605911682,11,25
1605914735,40,14
1605916239,15,13
1605918007,13,14
1605919737,21,26
1605920876,16,9
1605922483,16,15
1605925295,25,12
1605927040,12,20
1605929696,21,45
1605932091,19,11
1605933286,8,8
1605936884,26,30
1605938674,14,14
1605940482,5,17
1605943524,31,15
1605944077,6,11
1605946963,15,10
1605947688,9,17
1605949182,15,20
1605950734,19,6
1605951270,8,33
1605953786,23,22
1605955823,11,21
1605957159,19,10
1605961425,29,91
1605963034,15,23
1605965662,22,24
1605968697,37,22
1605970577,14,33
1605972336,13,15
1605972879,6,15
1605974388,17,12
1605975542,18,7
1605976488,9,23
1605979533,30,18
1605980090,4,13
1605982629,26,16
1605983681,15,24
1605985911,20,13
1605987273,14,12
1605988655,16,7
1605990107,17,12
1605995433,50,34
1605998088,58,21
1605999781,22,45
1606001685,14,12
1606002865,20,7
1606003972,11,17
1606005277,17,22
1606006649,14,11
1606007835,8,12
1606008883,17,21
1606011944,36,16
1606013439,19,19
1606015534,23,18
1606017012,17,15
1606019691,32,20
1606022744,19,16
1606023928,10,7
1606026887,22,30
1606028184,15,5
1606029363,10,12
1606031428,18,15
1606032982,11,24
1606034087,16,8
1606035529,13,9
1606037142,11,11
1606037675,11,11
1606040735,28,22
1606042082,13,12
1606044874,21,45
1606046264,10,12
1606047659,9,22
1606049452,16,28
1606050742,9,35
1606052082,17,24
1606058740,60,52
1606059274,4,30
1606060398,10,3
1606062339,21,17
1606063708,9,13
1606064883,15,12
1606066477,13,27
1606068190,21,13
1606070084,29,16
1606073672,31,21
1606075168,18,10
1606076744,10,51
1606077282,8,38
1606078779,15,34
1606080340,36,3
1606080893,6,6
1606083934,46,23
1606085439,16,21
1606086766,11,12
1606088085,7,8
1606089459,8,13
1606091140,13,20
1606091678,6,20
1606093188,12,17
1606094737,16,5
1606095278,9,15
1606098901,26,30
1606100987,16,17
1606102484,14,6
1606106091,33,23
1606109149,27,17
1606110436,11,8
1606111619,9,16
1606112799,13,4
1606114195,18,19
1606116235,14,18
1606116881,5,10
1606118021,6,9
1606119236,20,11
1606120904,12,20
1606122234,16,12
1606124081,14,9
1606126034,28,12
1606127140,15,1
1606128361,11,13
1606130185,15,16
1606131279,10,12
1606132794,16,15
1606134034,10,6
1606134878,13,11
1606136785,20,22
1606137933,11,10
1606139438,18,20
1606142086,30,18
1606143448,12,9
1606144956,19,12
1606145687,9,17
1606146856,20,4
1606148761,42,16
1606149859,9,12
1606152878,23,30
1606154049,11,2
1606155593,9,14
1606156471,11,21
1606159001,22,21
1606160080,10,19
1606163671,23,56
1606165436,33,24
1606167294,28,17
1606170329,27,47
1606171465,7,8
1606173464,27,17
1606174488,8,19
1606176204,22,19
1606178087,23,10
1606179541,23,11
1606181145,18,6
1606185571,31,46
1606189231,29,37
1606193535,31,24
1606206947,47,106
1606208517,30,20
1606209948,19,7
1606211218,22,19
1606212499,15,18
1606214083,14,14
1606215411,11,3
1606217695,19,27
1606219131,13,11
1606220499,16,7
1606221287,5,11
1606222432,16,5
1606223707,24,10
1606224883,11,20
1606226266,22,7
1606227938,12,12
1606229416,9,23
1606230759,20,17
1606233015,17,23
1606234913,22,10
1606235677,18,18
1606236908,12,7
1606239260,32,40
1606242871,26,25
1606245102,16,25
1606246406,16,16
1606248606,15,28
1606250079,17,45
1606252355,29,28
1606253589,11,14
1606256736,38,24
1606257275,8,15
1606259156,18,20
1606260327,9,5
1606263944,29,26
1606265312,13,15
1606266869,10,15
1606268879,11,11
1606270369,6,15
1606271499,11,19
1606272644,11,6
1606274157,12,17
1606275280,7,17
1606278879,14,30
1606281342,14,20
1606283442,13,13
1606285179,12,20
1606286081,11,16
1606287575,13,13
1606289136,10,7
1606293277,30,51
1606294454,14,5
1606295761,8,22
1606296889,7,24
1606298627,11,20
1606300490,20,14
1606303166,25,23
1606304578,17,14
1606305969,16,27
1606307142,11,5
1606308637,8,11
1606310430,9,18
1606311282,7,15
1606313996,44,17
1606316055,21,66
1606317736,19,26
1606319442,18,35
1606322068,62,24
1606323594,28,14
1606325008,15,10
1606325691,11,15
1606328090,28,12
1606329275,14,16
1606330488,7,7
1606332083,23,14
1606332888,7,16
1606336475,34,30
1606337779,8,3
1606340074,17,30
1606341450,17,9
1606342936,11,15
1606344587,20,15
1606346451,17,18
1606347699,18,17
1606350340,25,18
1606351865,15,15
1606353604,20,11
1606354477,8,10
1606356264,9,20
1606357539,13,15
1606359029,26,13
1606361682,29,22
1606363178,13,23
1606364726,21,7
1606366237,11,14
1606368349,15,11
1606369603,16,9
1606370807,12,15
1606371949,16,5
1606373775,19,6
1606375542,17,7
1606376905,20,32
1606378007,13,34
1606379172,24,3
1606381618,32,36
1606383289,15,16
1606385786,24,20
1606388654,23,27
1606391350,29,11
1606396493,51,59
1606397635,13,12
1606399554,14,17
1606401288,30,16
1606404892,40,34
1606406101,14,3
1606407231,14,19
1606408478,10,17
1606409684,71,15
1606411323,22,60
1606412077,13,15
1606413882,20,13
1606416638,38,21
1606419276,36,26
1606421461,24,8
1606422950,13,10
1606424564,17,11
1606426472,12,50
1606429532,40,27
1606431038,22,16
1606433680,30,22
1606436613,31,23
1606438247,14,7
1606440228,23,14
1606441353,7,12
1606443934,26,18
1606444478,6,7
1606448075,32,26
1606451143,33,10
1606452636,13,13
1606454749,16,15
1606456231,19,14
1606457757,26,11
1606458890,9,8
1606460822,16,14
1606462476,13,8
1606464765,30,15
1606466346,21,8
1606469027,25,17
1606469682,8,13
1606471477,13,16
1606473275,16,19
1606475056,10,9
1606476874,12,9
1606479936,28,13
1606481206,18,10
1606484084,27,31
1606486927,16,19
1606488187,19,12
1606489743,15,20
1606491273,32,35
1606493363,24,36
1606494882,36,17
1606497944,62,14
1606498477,6,11
1606499632,15,2
1606501537,20,15
1606504080,19,31
1606506542,14,19
1606509290,40,22
1606510767,19,13
1606511983,15,28
1606512872,15,33
1606515937,36,24
1606516477,10,19
1606517957,16,13
1606520089,14,13
1606523139,22,23
1606524627,15,27
1606526738,19,24
1606527277,5,12
1606530879,25,40
1606534473,25,32
1606538094,25,30
1606539562,16,9
1606540998,12,7
1606541684,5,13
1606543491,14,19
1606545277,10,9
1606548334,18,22
1606551935,28,37
1606552484,7,14
1606555532,46,12
1606557049,11,16
1606558724,21,18
1606562235,95,27
1606563274,15,12
1606564543,20,2
1606565770,18,15
1606567335,47,17
1606569056,32,12
1606570473,11,29
1606571767,12,2
1606573215,18,37
1606574078,6,14
1606575574,11,14
1606576731,10,2
1606578636,11,23
1606580211,11,57
1606581274,10,11
1606584337,30,15
1606585850,9,13
1606587042,5,20
1606588473,13,19
1606590517,27,17
1606592019,19,16
1606593552,15,12
1606595133,7,10
1606595680,5,13
1606599280,37,30
1606600559,5,5
1606602038,14,16
1606602889,6,17
1606604364,17,21
1606605625,4,4
1606606474,6,16
1606608116,10,12
1606609540,14,5
1606610847,10,20
1606613130,12,13
1606614635,7,14
1606616151,13,12
1606617273,11,20
1606620340,21,22
1606621836,12,16
1606623939,11,16
1606625445,9,10
1606626958,7,17
1606628618,11,20
1606629880,7,21
1606631692,14,15
1606633951,20,25
1606635276,12,12
1606637030,9,19
1606638874,12,15
1606640675,17,7
1606642478,20,20
1606643698,12,3
1606645531,13,7
1606647024,10,15
1606648615,16,14
1606649687,9,13
1606651480,13,18
1606653268,5,20
1606655761,15,8
1606656864,5,12
1606658841,14,25
1606660071,13,6
1606661434,13,22
1606663332,23,22
1606666086,54,67
1606667674,21,20
1606725287,381,350
1606727205,14,12
1606728886,9,34
1606731363,9,54
1606732484,8,27
1606735873,28,53
1606739681,28,72
1606741866,10,15
1606745999,34,21
1606746882,8,12
1606748375,6,14
1606749496,15,2
1606751439,27,8
1606752764,33,10
1606754172,20,23
1606756577,44,9
1606757672,16,14
1606759152,13,15
1606760758,21,3
1606761293,4,16
1606763190,13,16
1606764878,15,11
1606766044,14,7
1606767357,19,42
1606768483,11,21
1606772098,56,30
1606773541,12,26
