DateTime,AddedIPs,RemovedIPs
1606366323,28,35
1606366923,23,15
1606368123,19,0
1606369324,9,55
1606369924,26,0
1606370524,24,33
1606371723,21,29
1606372923,30,10
1606374123,20,0
1606375323,16,43
1606376523,25,16
1606377123,13,21
1606377723,9,38
1606378923,25,0
1606380123,21,99
1606381323,46,38
1606381923,11,22
1606382524,13,17
1606383724,30,0
1606384924,26,42
1606385524,24,20
1606386123,13,27
1606386723,20,0
1606387324,19,0
1606387924,18,30
1606388523,17,0
1606389123,22,44
1606389723,14,0
1606390923,10,104
1606391523,35,29
1606392124,28,20
1606393323,14,32
1606394524,28,22
1606395724,28,67
1606396923,34,25
1606398124,29,49
1606398723,35,33
1606399924,38,46
1606400523,22,0
1606401723,36,57
1606402323,31,0
1606402923,11,13
1606404123,29,45
1606404723,28,0
1606405324,22,49
1606406523,16,44
1606407123,12,0
1606407723,55,0
1606408923,25,70
1606409523,12,0
1606410124,35,0
1606411323,18,32
1606412524,25,28
1606413124,17,28
1606414323,14,31
1606414923,26,36
1606416123,27,27
1606417323,28,0
1606418523,34,56
1606419723,34,0
1606420924,19,19
1606421523,18,45
1606422123,18,0
1606422723,19,21
1606423323,16,30
1606424523,26,23
1606425724,62,18
1606426324,44,19
1606426924,11,0
1606427523,21,44
1606428123,31,0
1606429324,9,49
1606429923,27,0
1606430524,11,0
1606431723,11,8
1606432324,23,40
1606432923,26,10
1606434123,21,59
1606435323,39,9
1606436523,23,32
1606437723,20,0
1606438924,29,35
1606439523,9,0
1606440123,20,23
1606441324,21,31
1606441923,27,35
1606442524,17,61
1606443723,21,0
1606444923,25,36
1606446123,12,0
1606447323,24,74
1606448523,9,0
1606449723,19,7
1606450923,18,48
1606452123,15,68
1606453323,6,19
1606453924,4,19
1606454523,30,0
1606455724,11,11
1606456324,11,41
1606456923,7,0
1606458124,22,60
1606459323,35,0
1606460524,39,37
1606461123,22,0
1606461723,15,11
1606462324,20,0
1606462923,12,21
1606464127,16,12
1606464723,17,45
1606465323,27,31
1606466523,29,24
1606467723,25,0
1606468924,14,32
1606470124,33,14
1606470723,23,26
1606471323,23,16
1606472523,18,23
1606473723,12,30
1606474923,33,30
1606476123,27,40
1606477323,52,10
1606478524,20,65
1606479123,26,37
1606480323,28,45
1606480924,28,38
1606481523,14,0
1606482123,20,20
1606482723,20,0
1606483323,11,0
1606483923,30,12
1606484523,25,0
1606485723,21,48
1606486923,9,58
1606487524,25,0
1606488123,31,0
