DateTime,AddedIPs,RemovedIPs
1605911676,5,16
1605914726,15,16
1605916231,11,6
1605918001,9,7
1605919731,8,3
1605920871,1,11
1605922477,7,12
1605925289,7,26
1605927031,4,53
1605929688,12,134
1605932083,5,9
1605933280,4,7
1605936876,25,22
1605938669,26,21
1605940476,19,24
1605943508,0,1996
1605944070,2003,0
1605946956,11,92
1605947683,1,21
1605949174,14,6
1605950729,4,0
1605951264,2,7
1605953775,12,8
1605955809,0,1913
1605957153,1904,0
1605958269,0,1904
1605961420,1889,0
1605963028,6,14
1605965649,0,1881
1605968691,1840,0
1605970570,0,1840
1605972328,1790,0
1605972874,0,8
1605974382,13,6
1605975535,3,1
1605976483,1,2
1605979527,19,7
1605980084,0,7
1605982577,7,3
1605983676,5,9
1605985905,5,22
1605987267,2,17
1605988649,11,2
1605990101,15,3
1605990866,0,1784
1605993940,1789,0
1605995426,9,9
1605998082,20,22
1605999774,19,7
1606001679,5,17
1606002855,1,0
1606003966,3,9
1606005271,5,10
1606006637,18,4
1606007830,1,9
1606008878,2,4
1606011932,18,17
1606013433,3,12
1606015527,3,12
1606017000,2,11
1606019683,11,24
1606022735,6,8
1606023919,9,5
1606026881,16,17
1606028179,2,2
1606029357,10,14
1606031422,8,4
1606032972,15,19
1606034079,18,33
1606035485,19,11
1606037137,10,13
1606037669,5,12
1606040730,34,21
1606042074,16,16
1606044868,15,45
1606046258,9,6
1606047651,3,11
1606049446,6,18
1606050735,5,27
1606052076,6,16
1606058731,44,53
1606059269,4,33
1606060392,6,0
1606062333,9,20
1606063703,9,24
1606064877,4,10
1606066471,13,10
1606068184,17,19
1606070078,12,16
1606073667,26,30
1606075156,11,16
1606076739,147,0
1606077276,69,10
1606078769,225,17
1606080331,16,14
1606080885,1,12
1606083928,58,8
1606085433,31,9
1606086760,11,18
1606088079,4,23
1606089445,1,14
1606091133,71,10
1606091673,34,8
1606093183,7,7
1606094731,3,0
1606095271,3,16
1606098892,12,30
1606100980,2,10
1606102478,2,5
1606106085,11,24
1606109140,23,38
1606110425,10,17
1606111614,4,50
1606112786,8,2
1606114188,8,10
1606116215,11,6
1606116875,7,14
1606118016,10,1
1606119229,11,23
1606120894,23,18
1606122223,8,12
1606124074,16,13
1606126020,16,18
1606127133,11,1
1606128349,7,17
1606130179,13,15
1606131273,6,13
1606132789,12,11
1606134025,12,3
1606134869,5,10
1606136777,11,18
1606137926,8,0
1606139431,7,17
1606142077,9,39
1606143395,13,0
1606144946,10,22
1606145680,6,7
1606146850,9,0
1606148748,6,20
1606149853,4,5
1606152872,28,14
1606154043,14,0
1606155585,5,5
1606156465,6,7
1606158989,10,13
1606160072,3,18
1606163665,143,33
1606165423,190,27
1606167285,4,20
1606170324,14,27
1606171455,4,6
1606173457,5,8
1606174478,7,4
1606176196,2,22
1606178080,13,7
1606179534,4,23
1606181139,3,2
1606182817,0,2156
1606185427,2170,0
1606187739,0,2170
1606189217,2185,0
1606193519,20,9
1606197579,0,2196
1606206399,2182,0
1606206935,7,50
1606208505,7,25
1606209938,10,0
1606211203,3,33
1606212487,10,33
1606214072,116,21
1606215400,44,0
1606217689,10,19
1606219083,8,3
